CustomerID,Age,Gender,Marital_Status,Education,Employment_Type,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Income_Loan_Ratio,Loan_Status
2061,60,,Single,Not Graduate,Salaried,9828,2053,141.0,180,1.0,Semiurban,0.8426241134751773,N
2062,38,Female,Single,Not Graduate,Self-Employed,4055,2597,137.0,360,1.0,Semiurban,0.48554744525547444,Y
2063,45,Male,Married,Not Graduate,Salaried,7870,680,118.0,180,1.0,Rural,0.7245762711864406,N
2064,53,Female,Married,Graduate,Salaried,5915,5987,86.0,240,1.0,Urban,1.383953488372093,Y
2065,60,Female,Single,Graduate,Salaried,7459,4890,302.0,240,,Semiurban,0.4089072847682119,Y
2066,63,Female,Single,Graduate,Salaried,10607,4298,301.0,300,1.0,Rural,0.4951827242524917,Y
2067,32,Male,Single,Not Graduate,Salaried,14993,324,189.0,300,,Rural,0.8104232804232804,Y
2068,64,Male,Single,Graduate,Salaried,7493,6968,404.0,240,1.0,Semiurban,0.35794554455445543,Y
2069,56,Male,Married,Graduate,Salaried,13230,7952,430.0,240,,Urban,0.4926046511627907,Y
2070,24,Female,Single,Not Graduate,Salaried,6521,2291,217.0,120,1.0,Urban,0.40608294930875577,Y
2071,25,Female,Married,Not Graduate,Self-Employed,11792,4422,103.0,120,1.0,Urban,1.5741747572815534,Y
2072,57,Male,Single,Graduate,Salaried,4407,986,435.0,360,1.0,Rural,0.12397701149425287,Y
2073,28,Male,Single,Not Graduate,Self-Employed,4414,3118,227.0,300,,Semiurban,0.33180616740088104,N
2074,62,Male,Single,Not Graduate,Salaried,11674,760,346.0,300,,Semiurban,0.359364161849711,N
2075,48,Female,Married,Not Graduate,Self-Employed,5370,7758,350.0,240,1.0,Rural,0.3750857142857143,N
2076,51,Male,Married,Not Graduate,Salaried,14220,3693,408.0,240,1.0,Semiurban,0.4390441176470588,Y
2077,29,Male,Single,Graduate,Salaried,13259,1036,155.0,360,1.0,Semiurban,0.922258064516129,Y
2078,49,Female,Married,Not Graduate,Salaried,10690,906,186.0,300,1.0,Urban,0.6234408602150537,Y
2079,34,Female,Married,Graduate,Self-Employed,11839,5499,239.0,120,1.0,Semiurban,0.7254393305439331,Y
2080,60,Female,Single,Graduate,Self-Employed,6585,364,177.0,180,1.0,Semiurban,0.3925988700564972,Y
2081,61,Male,Single,Graduate,Self-Employed,14386,7769,391.0,360,1.0,Rural,0.5666240409207162,N
2082,42,Female,Married,Graduate,Self-Employed,8046,3413,96.0,180,1.0,Rural,1.1936458333333333,Y
2083,31,Female,Married,Not Graduate,Salaried,1895,7959,54.0,120,1.0,Urban,1.824814814814815,Y
2084,43,Male,Married,Not Graduate,Salaried,13290,5340,306.0,120,0.0,Rural,0.6088235294117647,N
2085,21,Female,Single,Not Graduate,Salaried,14202,6216,349.0,180,0.0,Urban,0.5850429799426934,N
2086,57,Male,Single,Graduate,Self-Employed,2438,7913,199.0,360,1.0,Urban,0.5201507537688442,N
2087,41,Male,Married,Graduate,Salaried,11328,7939,343.0,180,1.0,Semiurban,0.5617201166180757,Y
2088,46,Female,Single,Graduate,Self-Employed,12416,5744,292.0,360,1.0,Urban,0.6219178082191781,Y
2089,56,Female,Single,Not Graduate,Self-Employed,4010,1069,324.0,360,0.0,Semiurban,0.15675925925925926,N
2090,43,Female,Married,Graduate,Self-Employed,6136,7671,257.0,240,0.0,Urban,0.5372373540856031,N
2091,21,Female,Married,Not Graduate,Self-Employed,3149,4369,464.0,300,1.0,Rural,0.16202586206896552,N
2092,60,Female,Single,Not Graduate,Self-Employed,5190,7722,164.0,300,1.0,Rural,0.7873170731707317,Y
2093,35,Female,Single,Not Graduate,Salaried,4935,2255,244.0,120,1.0,Rural,0.294672131147541,Y
2094,41,Male,Married,Not Graduate,Self-Employed,4701,6048,392.0,240,1.0,Urban,0.2742091836734694,Y
2095,29,Male,Single,Graduate,Self-Employed,5679,5980,219.0,300,1.0,Urban,0.5323744292237443,Y
2096,29,Female,Single,Not Graduate,Salaried,14058,3686,428.0,360,1.0,Semiurban,0.4145794392523364,Y
2097,30,Male,Married,Graduate,Self-Employed,11983,4219,131.0,360,1.0,Semiurban,1.236793893129771,N
2098,46,Female,Married,Not Graduate,Self-Employed,14175,3081,203.0,180,1.0,Semiurban,0.8500492610837438,Y
2099,61,Male,Single,Graduate,Salaried,9905,5448,190.0,180,1.0,Semiurban,0.8080526315789474,Y
2100,55,Male,Single,Graduate,Salaried,4737,3258,363.0,360,1.0,Urban,0.22024793388429753,N
2101,45,Male,Single,Not Graduate,Salaried,5362,6686,195.0,360,1.0,Urban,0.6178461538461538,Y
2102,46,Female,Married,Not Graduate,Self-Employed,1558,5787,,180,1.0,Semiurban,0.1974462365591398,N
2103,31,Male,Single,Not Graduate,Salaried,12622,2107,171.0,300,1.0,Urban,0.8613450292397661,Y
2104,58,Female,Single,Graduate,Salaried,6438,7928,301.0,120,0.0,Urban,0.47727574750830565,N
2105,22,Male,Married,Not Graduate,Salaried,4471,7042,392.0,180,0.0,Urban,0.2936989795918367,N
2106,27,Male,Married,Not Graduate,Self-Employed,11219,2933,436.0,300,0.0,Urban,0.32458715596330273,N
2107,38,Male,Single,Graduate,Salaried,9814,2829,360.0,300,0.0,Semiurban,0.3511944444444444,N
2108,47,Male,Married,Not Graduate,Self-Employed,13411,441,138.0,300,1.0,Semiurban,1.003768115942029,N
2109,54,Male,Married,Graduate,Self-Employed,11128,5336,107.0,240,1.0,Urban,1.5386915887850467,Y
2110,47,Female,Single,Not Graduate,Salaried,10854,5006,112.0,240,0.0,Rural,1.4160714285714286,Y
2111,37,Female,Married,Graduate,Self-Employed,12992,5121,396.0,300,1.0,Semiurban,0.4573989898989899,Y
2112,63,Male,Married,Graduate,Self-Employed,4845,1559,357.0,360,1.0,Semiurban,0.17938375350140057,N
2113,64,Male,Single,Not Graduate,Salaried,3986,1741,431.0,240,1.0,Rural,0.132877030162413,N
2114,44,Male,Married,Graduate,Self-Employed,2061,6975,329.0,180,1.0,Semiurban,0.2746504559270517,Y
2115,45,,Single,Not Graduate,Salaried,5481,7151,121.0,240,1.0,Rural,1.0439669421487603,N
2116,27,Female,Single,Not Graduate,Self-Employed,7761,5830,58.0,360,0.0,Rural,2.3432758620689653,N
2117,26,,Married,Graduate,Self-Employed,3237,7523,415.0,120,1.0,Urban,0.2592771084337349,Y
2118,44,Female,Married,Not Graduate,Salaried,10596,625,470.0,240,0.0,Semiurban,0.23874468085106382,N
2119,53,Male,Married,Graduate,Salaried,5054,3863,143.0,300,1.0,Rural,0.6235664335664336,N
2120,49,Female,Single,Graduate,Self-Employed,14182,1690,422.0,300,,Urban,0.37611374407582937,N
2121,63,Male,Married,Graduate,Self-Employed,11418,7332,388.0,300,1.0,Semiurban,0.4832474226804124,N
2122,42,Male,,Graduate,Salaried,12615,5093,486.0,120,1.0,Urban,0.36436213991769545,N
2123,46,Female,Married,Graduate,Self-Employed,13223,2781,385.0,360,1.0,Urban,0.41568831168831166,N
2124,48,Male,Married,Graduate,Self-Employed,13598,90,201.0,180,0.0,Rural,0.6809950248756219,N
2125,41,Male,Married,Graduate,Self-Employed,10626,6310,454.0,360,1.0,Semiurban,0.3730396475770925,Y
2126,27,Male,Single,Graduate,Self-Employed,14889,3006,405.0,120,1.0,Urban,0.44185185185185183,Y
2127,37,Female,Married,Not Graduate,Salaried,8595,4302,89.0,300,1.0,Rural,1.4491011235955056,Y
2128,40,Male,Married,Not Graduate,Salaried,9766,7449,408.0,360,1.0,Rural,0.4219362745098039,Y
2129,61,Male,Single,Graduate,Salaried,1794,1088,111.0,180,1.0,Urban,0.25963963963963965,N
2130,40,Female,Single,Not Graduate,Salaried,9712,6007,303.0,300,1.0,Urban,0.5187788778877888,N
2131,42,Female,Married,Not Graduate,Salaried,12934,4611,118.0,180,1.0,Rural,1.486864406779661,N
2132,48,Female,Married,Not Graduate,Salaried,10730,1180,447.0,240,1.0,Urban,0.2664429530201342,Y
2133,60,Male,Married,Not Graduate,Self-Employed,6830,7928,294.0,180,1.0,Urban,0.5019727891156462,Y
2134,27,Male,Single,Not Graduate,Salaried,6155,5888,414.0,300,1.0,Semiurban,0.29089371980676326,Y
2135,21,Male,Single,Not Graduate,Self-Employed,2609,6890,219.0,240,1.0,Rural,0.43374429223744293,Y
2136,52,Female,Single,Graduate,Self-Employed,14960,6449,227.0,300,1.0,Urban,0.9431277533039648,N
2137,33,Male,Single,Not Graduate,Self-Employed,5271,1901,238.0,300,1.0,Rural,0.30134453781512605,Y
2138,50,,Married,Not Graduate,Salaried,10063,6101,309.0,240,1.0,Semiurban,0.5231067961165049,N
2139,43,Female,Single,Not Graduate,Self-Employed,7623,4490,121.0,180,0.0,Rural,1.0010743801652893,N
2140,39,Female,Single,Not Graduate,Salaried,9147,5193,66.0,120,1.0,Rural,2.172727272727273,Y
2141,52,Female,,Graduate,Self-Employed,14605,186,419.0,120,1.0,Rural,0.35300715990453463,Y
2142,50,Female,Married,Graduate,Self-Employed,2674,1597,390.0,120,1.0,Semiurban,0.10951282051282052,Y
2143,49,Female,Married,Graduate,Salaried,2664,3408,106.0,120,0.0,Semiurban,0.5728301886792453,Y
2144,49,Male,Single,Graduate,Self-Employed,10784,3747,267.0,360,1.0,Rural,0.5442322097378277,Y
2145,50,Female,Single,Not Graduate,Self-Employed,10975,5687,,120,0.0,Rural,1.0680769230769231,N
2146,36,Male,Married,Graduate,Self-Employed,11703,2670,353.0,240,1.0,Semiurban,0.4071671388101983,N
2147,60,Male,Married,Graduate,Self-Employed,10537,4825,477.0,120,1.0,Urban,0.3220545073375262,Y
2148,39,Female,Married,Graduate,Salaried,11683,239,222.0,300,1.0,Semiurban,0.537027027027027,Y
2149,38,Female,Married,Graduate,Self-Employed,10212,2580,268.0,120,1.0,Rural,0.4773134328358209,N
2150,21,Female,Married,Not Graduate,Self-Employed,5966,4236,296.0,180,0.0,Urban,0.34466216216216217,N
2151,34,Male,Married,Graduate,Salaried,7038,7432,267.0,240,0.0,Urban,0.5419475655430711,N
2152,22,Female,Married,Not Graduate,Self-Employed,13888,138,422.0,240,,Urban,0.3323696682464455,Y
2153,48,Female,Married,Graduate,Self-Employed,14448,2506,466.0,360,1.0,Semiurban,0.3638197424892704,Y
2154,50,Female,Single,Not Graduate,Self-Employed,8611,4165,80.0,300,1.0,Semiurban,1.597,Y
2155,58,Female,Single,Not Graduate,Self-Employed,9934,4480,417.0,240,1.0,Semiurban,0.34565947242206235,N
2156,24,Female,Single,Graduate,Salaried,4300,4725,96.0,180,1.0,Semiurban,0.9401041666666666,Y
2157,21,Male,,Graduate,Self-Employed,6107,2245,183.0,120,1.0,Rural,0.45639344262295084,Y
2158,28,Male,Single,Graduate,Salaried,12588,4300,,240,1.0,Urban,1.0756687898089172,Y
2159,49,Male,Single,Graduate,Self-Employed,12294,1749,121.0,180,1.0,Rural,1.1605785123966943,Y
2160,59,Female,Married,Not Graduate,Self-Employed,8762,567,376.0,120,1.0,Semiurban,0.24811170212765957,Y
2161,23,Female,Married,Not Graduate,Self-Employed,11965,7966,467.0,360,1.0,Semiurban,0.4267880085653105,N
2162,52,Female,Single,Graduate,Salaried,3041,5077,,240,1.0,Rural,0.5170700636942676,N
2163,30,Male,,Graduate,Self-Employed,4265,4900,358.0,240,1.0,Urban,0.25600558659217876,N
2164,30,,Married,Not Graduate,Self-Employed,11806,5806,447.0,180,0.0,Urban,0.39400447427293067,N
2165,39,,Married,Graduate,Salaried,5991,7002,,300,1.0,Semiurban,0.40476635514018694,N
2166,54,Female,Married,Not Graduate,Salaried,14399,881,220.0,360,1.0,Semiurban,0.6945454545454546,Y
2167,53,Male,Single,Graduate,Salaried,4583,6131,165.0,300,1.0,Semiurban,0.6493333333333333,N
2168,43,Female,Married,Not Graduate,Salaried,6856,5069,378.0,240,1.0,Semiurban,0.31547619047619047,N
2169,48,,Single,Not Graduate,Self-Employed,3357,639,123.0,300,1.0,Urban,0.3248780487804878,Y
2170,52,Female,Single,Not Graduate,Self-Employed,2269,5550,305.0,120,1.0,Rural,0.25636065573770495,N
2171,27,Male,Married,Not Graduate,Self-Employed,2922,3961,130.0,360,1.0,Urban,0.5294615384615384,Y
2172,49,Male,Married,Not Graduate,Self-Employed,10098,4420,317.0,300,1.0,Rural,0.45798107255520504,N
2173,28,Male,Single,Graduate,Salaried,4472,4537,177.0,120,1.0,Semiurban,0.5089830508474577,Y
2174,21,Female,Married,Not Graduate,Self-Employed,3372,4899,375.0,180,0.0,Semiurban,0.22056,N
2175,23,,Married,Graduate,Self-Employed,7099,2335,452.0,300,0.0,Rural,0.20871681415929202,N
2176,44,Male,Single,Not Graduate,Self-Employed,12386,4321,284.0,360,1.0,Semiurban,0.588274647887324,Y
2177,43,Male,Married,Not Graduate,Self-Employed,3769,5183,90.0,120,0.0,Urban,0.9946666666666667,N
2178,28,,Single,Graduate,Salaried,6775,5062,230.0,300,1.0,Semiurban,0.5146521739130435,Y
2179,57,Female,Single,Graduate,Self-Employed,6249,2985,206.0,180,1.0,Semiurban,0.448252427184466,Y
2180,23,Male,Married,Graduate,Self-Employed,8071,559,108.0,300,1.0,Semiurban,0.799074074074074,Y
2181,53,Female,Single,Graduate,Self-Employed,10873,713,394.0,120,1.0,Semiurban,0.29406091370558374,Y
2182,48,Female,Single,Not Graduate,Salaried,6572,4593,298.0,300,0.0,Urban,0.37466442953020135,N
2183,28,Female,,Graduate,Salaried,11131,6992,241.0,360,1.0,Rural,0.7519917012448133,Y
2184,54,,Married,Not Graduate,Self-Employed,12745,7069,73.0,240,1.0,Semiurban,2.714246575342466,Y
2185,55,Male,Married,Graduate,Self-Employed,6963,3988,449.0,120,1.0,Semiurban,0.24389755011135858,N
2186,52,Female,Single,Graduate,Self-Employed,13025,6203,485.0,120,1.0,Urban,0.3964536082474227,Y
2187,44,Female,Single,Not Graduate,Salaried,8950,7564,129.0,120,0.0,Urban,1.2801550387596898,N
2188,34,Male,,Not Graduate,Self-Employed,12589,256,183.0,120,1.0,Urban,0.7019125683060109,Y
2189,52,Male,,Graduate,Self-Employed,12595,576,,300,1.0,Semiurban,0.2802340425531915,N
2190,63,Female,Married,Not Graduate,Self-Employed,9920,6382,262.0,360,1.0,Rural,0.6222137404580153,Y
2191,36,,Married,Not Graduate,Salaried,5459,7968,437.0,180,1.0,Urban,0.307254004576659,Y
2192,24,Female,Single,Not Graduate,Self-Employed,11585,37,397.0,360,1.0,Urban,0.2927455919395466,N
2193,57,Female,Married,Not Graduate,Self-Employed,2813,2072,215.0,120,1.0,Urban,0.2272093023255814,N
2194,41,Male,Single,Not Graduate,Salaried,9347,4505,,300,1.0,Rural,0.2922362869198312,N
2195,34,Male,Single,Not Graduate,Salaried,2570,460,397.0,300,1.0,Semiurban,0.07632241813602016,N
2196,51,Male,Married,Not Graduate,Self-Employed,10666,7738,386.0,120,1.0,Semiurban,0.47678756476683937,Y
2197,38,,Single,Not Graduate,Salaried,11430,7131,,300,1.0,Semiurban,0.41523489932885904,Y
2198,27,Female,Married,Graduate,Self-Employed,4785,1440,120.0,120,0.0,Urban,0.51875,N
2199,30,Female,Single,Not Graduate,Salaried,10449,6500,263.0,360,0.0,Semiurban,0.6444486692015209,N
2200,27,Female,Single,Graduate,Salaried,4595,4478,484.0,240,1.0,Urban,0.18745867768595043,Y
2201,53,Male,Single,Not Graduate,Self-Employed,1820,1832,114.0,300,1.0,Rural,0.32035087719298244,N
2202,43,Male,Married,Not Graduate,Self-Employed,3821,7325,270.0,120,1.0,Rural,0.4128148148148148,Y
2203,41,,Single,Not Graduate,Self-Employed,2055,4664,357.0,120,1.0,Semiurban,0.18820728291316527,Y
2204,39,Male,Married,Not Graduate,Salaried,6439,7600,335.0,300,1.0,Urban,0.41907462686567165,N
2205,39,Female,Single,Graduate,Self-Employed,6932,5167,234.0,180,1.0,Urban,0.517051282051282,Y
2206,56,Female,,Graduate,Self-Employed,2886,3399,256.0,120,1.0,Semiurban,0.2455078125,Y
2207,49,Male,Married,Not Graduate,Self-Employed,6263,432,148.0,300,0.0,Rural,0.4523648648648649,N
2208,38,Female,Married,Graduate,Self-Employed,12739,7598,291.0,120,1.0,Rural,0.6988659793814433,Y
2209,22,Female,Married,Not Graduate,Self-Employed,12119,4151,207.0,180,1.0,Rural,0.7859903381642512,Y
2210,21,Male,Married,Not Graduate,Salaried,8354,6720,147.0,240,1.0,Rural,1.0254421768707482,Y
2211,25,Female,Married,Graduate,Self-Employed,11696,6411,91.0,180,0.0,Rural,1.9897802197802197,Y
2212,40,Female,Single,Graduate,Self-Employed,11622,6212,188.0,360,0.0,Semiurban,0.9486170212765958,N
2213,31,Male,Single,Not Graduate,Salaried,9137,1751,332.0,300,1.0,Semiurban,0.32795180722891565,N
2214,62,Female,Married,Not Graduate,Self-Employed,6341,2047,457.0,180,1.0,Semiurban,0.18354485776805252,N
2215,22,Male,Single,Graduate,Self-Employed,14462,4997,276.0,240,1.0,Rural,0.705036231884058,Y
2216,23,,Single,Not Graduate,Self-Employed,11855,5720,472.0,120,1.0,Rural,0.3723516949152542,Y
2217,43,Male,Single,Graduate,Self-Employed,14853,7616,121.0,300,1.0,Semiurban,1.8569421487603306,Y
2218,32,Male,Married,Not Graduate,Self-Employed,5367,2840,292.0,180,0.0,Semiurban,0.28106164383561644,N
2219,40,Male,Single,Not Graduate,Salaried,12118,256,67.0,240,0.0,Rural,1.846865671641791,Y
2220,25,Female,Single,Graduate,Salaried,5293,671,126.0,180,1.0,Urban,0.47333333333333333,N
2221,57,Male,Single,Graduate,Salaried,8873,489,94.0,360,,Semiurban,0.9959574468085106,Y
2222,58,Male,Married,Graduate,Self-Employed,4013,6889,420.0,300,0.0,Rural,0.25957142857142856,N
2223,50,,Single,Not Graduate,Salaried,5303,3714,392.0,120,1.0,Rural,0.23002551020408163,Y
2224,29,Male,Single,Not Graduate,Self-Employed,3827,2096,189.0,240,0.0,Semiurban,0.3133862433862434,N
2225,54,Male,Married,Not Graduate,Self-Employed,10309,1682,226.0,180,1.0,Urban,0.5305752212389381,N
2226,64,Female,Married,Not Graduate,Self-Employed,3665,4411,271.0,300,1.0,Rural,0.29800738007380073,N
2227,55,Female,Single,Graduate,Salaried,4808,2460,464.0,180,1.0,Semiurban,0.15663793103448276,N
2228,42,Female,Single,Not Graduate,Salaried,7952,4529,,300,0.0,Rural,0.8851773049645391,N
2229,64,Female,Married,Not Graduate,Salaried,9567,5121,71.0,360,1.0,Rural,2.0687323943661973,Y
2230,44,Female,Married,Not Graduate,Self-Employed,9142,3912,221.0,180,0.0,Rural,0.5906787330316742,N
2231,37,Female,Married,Graduate,Salaried,7904,1975,141.0,360,1.0,Rural,0.7006382978723404,N
2232,30,Female,Married,Not Graduate,Self-Employed,2492,3216,241.0,240,1.0,Urban,0.23684647302904566,N
2233,50,Male,Married,Not Graduate,Salaried,6924,6075,126.0,360,0.0,Semiurban,1.0316666666666667,Y
2234,43,Female,Married,Graduate,Salaried,11069,1389,,300,1.0,Semiurban,0.3775151515151515,N
2235,52,Male,Married,Not Graduate,Self-Employed,5881,4515,413.0,240,1.0,Semiurban,0.2517191283292978,Y
2236,37,Male,Single,Not Graduate,Self-Employed,4674,5692,228.0,180,1.0,Semiurban,0.4546491228070175,Y
2237,37,Female,,Graduate,Salaried,6282,3856,287.0,180,0.0,Semiurban,0.3532404181184669,N
2238,34,Male,Married,Not Graduate,Salaried,10997,1584,184.0,300,0.0,Urban,0.68375,N
2239,29,Male,Single,Not Graduate,Salaried,7060,4939,414.0,120,0.0,Rural,0.28983091787439613,N
2240,60,Male,Married,Not Graduate,Self-Employed,8960,5563,439.0,120,0.0,Rural,0.3308200455580866,N
2241,22,Male,Married,Graduate,Self-Employed,14525,2963,329.0,180,1.0,Semiurban,0.5315501519756839,N
2242,45,Female,Single,Not Graduate,Salaried,4578,4529,68.0,300,1.0,Rural,1.339264705882353,Y
2243,59,Female,Married,Not Graduate,Salaried,12378,6786,,120,1.0,Rural,1.451818181818182,N
2244,29,Female,Single,Graduate,Self-Employed,4483,5674,277.0,360,1.0,Rural,0.36667870036101086,Y
2245,42,Female,Single,Graduate,Salaried,8759,6200,420.0,180,1.0,Semiurban,0.3561666666666667,N
2246,63,Female,Single,Not Graduate,Self-Employed,7554,7729,314.0,360,1.0,Semiurban,0.48671974522292993,Y
2247,24,Female,Single,Not Graduate,Self-Employed,4023,5059,161.0,300,1.0,Urban,0.5640993788819876,Y
2248,46,Female,Married,Not Graduate,Self-Employed,13274,976,300.0,360,1.0,Semiurban,0.475,Y
2249,49,Female,Single,Not Graduate,Self-Employed,11177,7345,213.0,120,1.0,Urban,0.8695774647887324,Y
2250,54,Female,Single,Graduate,Self-Employed,11792,3364,407.0,120,0.0,Semiurban,0.3723832923832924,N
2251,43,Female,Married,Not Graduate,Self-Employed,6081,45,217.0,240,1.0,Rural,0.2823041474654378,Y
2252,57,Male,Single,Graduate,Salaried,13407,1193,270.0,180,0.0,Urban,0.5407407407407407,Y
2253,31,Female,Single,Graduate,Self-Employed,7109,3342,457.0,300,0.0,Urban,0.2286870897155361,N
2254,26,Male,Single,Not Graduate,Self-Employed,3501,4512,353.0,180,1.0,Urban,0.22699716713881019,Y
2255,38,Male,Single,Not Graduate,Salaried,2887,4943,,360,1.0,Semiurban,0.32625,Y
2256,41,Male,Married,Graduate,Self-Employed,12875,6282,374.0,300,1.0,Urban,0.5122192513368984,Y
2257,62,Male,Single,Graduate,Salaried,8052,246,486.0,300,1.0,Semiurban,0.17074074074074075,N
2258,56,Female,Married,Not Graduate,Self-Employed,2530,3219,487.0,120,1.0,Urban,0.11804928131416838,N
2259,61,Male,Married,Graduate,Salaried,11457,4325,219.0,360,0.0,Semiurban,0.7206392694063927,N
2260,58,Female,Single,Not Graduate,Salaried,14455,791,424.0,120,,Urban,0.3595754716981132,N
2261,54,Female,Single,Not Graduate,Self-Employed,2720,636,94.0,120,1.0,Rural,0.3570212765957447,Y
2262,37,Male,Single,Graduate,Self-Employed,14622,3775,430.0,240,0.0,Rural,0.4278372093023256,N
2263,57,Female,Single,Graduate,Self-Employed,14663,2421,63.0,120,1.0,Urban,2.711746031746032,Y
2264,45,Male,Married,Not Graduate,Self-Employed,13498,7247,280.0,180,1.0,Semiurban,0.7408928571428571,Y
2265,58,Male,Married,Graduate,Salaried,12106,7773,206.0,300,0.0,Semiurban,0.965,N
2266,32,Female,Married,Not Graduate,Salaried,14789,4833,183.0,120,0.0,Semiurban,1.07224043715847,N
2267,43,Female,Single,Not Graduate,Salaried,14037,1088,440.0,180,1.0,Rural,0.34375,N
2268,62,Male,Married,Not Graduate,Self-Employed,7535,4183,86.0,360,0.0,Rural,1.3625581395348838,N
2269,42,Female,Single,Graduate,Salaried,11310,3159,102.0,300,1.0,Rural,1.4185294117647058,Y
2270,41,Female,Single,Not Graduate,Self-Employed,10955,712,67.0,360,1.0,Semiurban,1.7413432835820895,Y
2271,47,Female,Single,Not Graduate,Self-Employed,8023,5845,87.0,180,1.0,Semiurban,1.594022988505747,Y
2272,51,Male,Single,Not Graduate,Salaried,9574,5323,236.0,360,0.0,Semiurban,0.631228813559322,N
2273,26,Male,Single,Not Graduate,Self-Employed,10563,6032,434.0,360,1.0,Urban,0.3823732718894009,N
2274,47,Female,Married,Not Graduate,Salaried,2334,5501,245.0,360,1.0,Urban,0.31979591836734694,Y
2275,60,Female,Married,Not Graduate,Self-Employed,12514,4696,292.0,120,1.0,Urban,0.5893835616438357,Y
2276,54,Female,Single,Not Graduate,Salaried,10610,5595,,120,1.0,Rural,0.4643266475644699,Y
2277,32,Female,Married,Not Graduate,Self-Employed,3224,3644,352.0,120,1.0,Rural,0.19511363636363635,N
2278,27,Female,,Not Graduate,Salaried,8098,7950,84.0,300,1.0,Semiurban,1.9104761904761904,Y
2279,30,Male,Single,Not Graduate,Salaried,3913,7773,264.0,180,1.0,Urban,0.44265151515151513,N
2280,37,Female,Single,Not Graduate,Self-Employed,11005,3890,268.0,120,1.0,Semiurban,0.5557835820895523,Y
2281,46,Male,Married,Graduate,Self-Employed,7493,2586,365.0,360,1.0,Urban,0.27613698630136985,N
2282,41,Female,Single,Not Graduate,Salaried,5998,4309,139.0,360,1.0,Urban,0.7415107913669065,N
2283,48,Male,Single,Not Graduate,Self-Employed,3605,6217,357.0,360,1.0,Semiurban,0.2751260504201681,N
2284,22,Female,Married,Not Graduate,Self-Employed,4068,2108,301.0,360,1.0,Semiurban,0.2051827242524917,N
2285,63,Male,Married,Graduate,Self-Employed,10830,4793,57.0,240,1.0,Urban,2.740877192982456,Y
2286,21,Female,Married,Not Graduate,Salaried,1709,3614,305.0,300,1.0,Urban,0.17452459016393443,Y
2287,56,Male,Single,Graduate,Salaried,10756,1242,412.0,180,0.0,Rural,0.2912135922330097,N
2288,46,Male,Single,Not Graduate,Self-Employed,6411,2059,257.0,180,0.0,Semiurban,0.32957198443579766,N
2289,49,Male,Married,Not Graduate,Self-Employed,3720,6957,474.0,120,1.0,Semiurban,0.22525316455696204,N
2290,41,Male,Single,Graduate,Salaried,1733,3486,180.0,240,0.0,Semiurban,0.28994444444444445,Y
2291,31,Male,Married,Not Graduate,Self-Employed,2292,6175,273.0,180,1.0,Semiurban,0.31014652014652017,Y
2292,60,Male,Married,Graduate,Salaried,4610,5279,246.0,300,1.0,Urban,0.4019918699186992,N
2293,31,Female,Single,Graduate,Self-Employed,3666,5096,191.0,360,0.0,Rural,0.4587434554973822,N
2294,56,Male,Single,Not Graduate,Self-Employed,10026,4332,301.0,120,1.0,Semiurban,0.47700996677740864,N
2295,59,Female,Married,Not Graduate,Self-Employed,11051,3810,145.0,300,1.0,Urban,1.024896551724138,Y
2296,60,Female,Married,Not Graduate,Salaried,6693,5300,75.0,180,1.0,Urban,1.5990666666666666,Y
2297,55,Female,Married,Not Graduate,Salaried,2714,3900,160.0,240,1.0,Urban,0.413375,N
2298,54,Female,Married,Graduate,Salaried,5919,2605,172.0,120,1.0,Urban,0.4955813953488372,Y
2299,44,Female,Single,Graduate,Salaried,8814,7508,235.0,180,1.0,Urban,0.6945531914893617,N
2300,42,Male,Married,Not Graduate,Self-Employed,9975,5577,217.0,120,0.0,Semiurban,0.7166820276497696,N
2301,25,Male,Married,Graduate,Self-Employed,1712,5199,100.0,180,1.0,Semiurban,0.6911,Y
2302,53,Male,Married,Graduate,Salaried,3158,4742,428.0,360,1.0,Rural,0.18457943925233644,N
2303,56,Female,Single,Not Graduate,Self-Employed,13770,7939,54.0,240,0.0,Semiurban,4.020185185185185,N
2304,40,Male,Single,Graduate,Self-Employed,6524,3034,126.0,360,1.0,Urban,0.7585714285714286,N
2305,39,Male,Married,Graduate,Salaried,14539,6963,209.0,180,1.0,Rural,1.0288038277511962,N
2306,55,Male,Single,Not Graduate,Self-Employed,11109,7926,257.0,300,1.0,Urban,0.7406614785992218,N
2307,63,Male,Single,Graduate,Self-Employed,12078,4568,306.0,360,1.0,Urban,0.5439869281045752,Y
2308,37,Male,Single,Not Graduate,Salaried,7417,7838,254.0,300,1.0,Semiurban,0.6005905511811024,N
2309,63,Female,Married,Graduate,Self-Employed,6641,7882,304.0,180,1.0,Urban,0.47773026315789474,Y
2310,54,Male,Married,Not Graduate,Self-Employed,3294,4207,487.0,240,1.0,Semiurban,0.15402464065708418,N
2311,29,Female,,Graduate,Self-Employed,7488,4051,60.0,300,1.0,Urban,1.9231666666666667,Y
2312,46,Female,Married,Graduate,Salaried,9796,3363,486.0,180,1.0,Rural,0.270761316872428,Y
2313,22,,Married,Not Graduate,Salaried,7078,4021,57.0,300,1.0,Urban,1.9471929824561403,Y
2314,29,Female,Single,Not Graduate,Self-Employed,7051,1845,458.0,360,1.0,Semiurban,0.194235807860262,N
